Generated_Airfoil
1.00000000 0.00000000
0.99988886 0.00000507
0.99955551 0.00002052
0.99900008 0.00004709
0.99822283 0.00008592
0.99722409 0.00013859
0.99600432 0.00020692
0.99456406 0.00029299
0.99290394 0.00039889
0.99102471 0.00052666
0.98892719 0.00067809
0.98661233 0.00085452
0.98408115 0.00105665
0.98133478 0.00128433
0.97837443 0.00153632
0.97520143 0.00181167
0.97181718 0.00211046
0.96822319 0.00243250
0.96442105 0.00277745
0.96041246 0.00314472
0.95619920 0.00353356
0.95178314 0.00394365
0.94716625 0.00437499
0.94235057 0.00482835
0.93733824 0.00530546
0.93213151 0.00580650
0.92673267 0.00632908
0.92114414 0.00687317
0.91536839 0.00744216
0.90940799 0.00803733
0.90326559 0.00865804
0.89694392 0.00930303
0.89044580 0.00997280
0.88377411 0.01067075
0.87693181 0.01139421
0.86992196 0.01214039
0.86274765 0.01291262
0.85541210 0.01371000
0.84791854 0.01452966
0.84027033 0.01537146
0.83247085 0.01624103
0.82452357 0.01712858
0.81643203 0.01803847
0.80819982 0.01898271
0.79983061 0.01994057
0.79132810 0.02092229
0.78269610 0.02192984
0.77393842 0.02295270
0.76505896 0.02399554
0.75606168 0.02506577
0.74695056 0.02614770
0.73772967 0.02724814
0.72840310 0.02837093
0.71897499 0.02950600
0.70944953 0.03065793
0.69983097 0.03182713
0.69012358 0.03300759
0.68033167 0.03420055
0.67045959 0.03540554
0.66051174 0.03662020
0.65049254 0.03784226
0.64040643 0.03907092
0.63025791 0.04030828
0.62005148 0.04154642
0.60979169 0.04278473
0.59948309 0.04403098
0.58913026 0.04526973
0.57873781 0.04650178
0.56831036 0.04774046
0.55785255 0.04896155
0.54736901 0.05016829
0.53686442 0.05137888
0.52634344 0.05256341
0.51581075 0.05372543
0.50527103 0.05488799
0.49472897 0.05601573
0.48418925 0.05710824
0.47365656 0.05819910
0.46313558 0.05924751
0.45263099 0.06024581
0.44214745 0.06124349
0.43168964 0.06218850
0.42126219 0.06306818
0.41086974 0.06395147
0.40051691 0.06476794
0.39020831 0.06550640
0.37994852 0.06625326
0.36974209 0.06691621
0.35959357 0.06749045
0.34950746 0.06807490
0.33948826 0.06856244
0.32954041 0.06895435
0.31966833 0.06935225
0.30987642 0.06964588
0.30016903 0.06984001
0.29055047 0.07003266
0.28102501 0.07011179
0.27159690 0.07009573
0.26227033 0.07008051
0.25304944 0.06991879
0.24393832 0.06967702
0.23494104 0.06946500
0.22606158 0.06905790
0.21730390 0.06857063
0.20867190 0.06808604
0.20016939 0.06747109
0.19180018 0.06675749
0.18356797 0.06608096
0.17547643 0.06519650
0.16752915 0.06425785
0.15972967 0.06331022
0.15208146 0.06222629
0.14458790 0.06109062
0.13725235 0.05990840
0.13007804 0.05864474
0.12306819 0.05729257
0.11622589 0.05590994
0.10955420 0.05446921
0.10305608 0.05293852
0.09673441 0.05136126
0.09059201 0.04975463
0.08463161 0.04810796
0.07885586 0.04638515
0.07326733 0.04459724
0.06786849 0.04281607
0.06266176 0.04103666
0.05764943 0.03919842
0.05283375 0.03729393
0.04821686 0.03535062
0.04380080 0.03340497
0.03958754 0.03149780
0.03557895 0.02961465
0.03177681 0.02764920
0.02818282 0.02553324
0.02479857 0.02342837
0.02162557 0.02159248
0.01866522 0.02017576
0.01591885 0.01888236
0.01338767 0.01721437
0.01107281 0.01489696
0.00897529 0.01187200
0.00709606 0.00859401
0.00543594 0.00565136
0.00399568 0.00333845
0.00277591 0.00172781
0.00177717 0.00074728
0.00099992 0.00024620
0.00044449 0.00005001
0.00011114 0.00000318
0.00000000 0.00000000
0.00011114 -0.00000239
0.00044449 -0.00003765
0.00099992 -0.00018514
0.00177717 -0.00056107
0.00277591 -0.00129440
0.00399568 -0.00249340
0.00543594 -0.00420294
0.00709606 -0.00635294
0.00897529 -0.00869810
0.01107281 -0.01076187
0.01338767 -0.01217910
0.01591885 -0.01299979
0.01866522 -0.01345514
0.02162557 -0.01396397
0.02479857 -0.01477653
0.02818282 -0.01577018
0.03177681 -0.01673299
0.03557895 -0.01753381
0.03958754 -0.01823326
0.04380080 -0.01892411
0.04821686 -0.01962099
0.05283375 -0.02029173
0.05764943 -0.02091517
0.06266176 -0.02148695
0.06786849 -0.02201751
0.07326733 -0.02253765
0.07885586 -0.02305158
0.08463161 -0.02352733
0.09059201 -0.02396459
0.09673441 -0.02438592
0.10305608 -0.02479294
0.10955420 -0.02517974
0.11622589 -0.02554113
0.12306819 -0.02588576
0.13007804 -0.02622108
0.13725235 -0.02653826
0.14458790 -0.02683869
0.15208146 -0.02713032
0.15972967 -0.02741601
0.16752915 -0.02768148
0.17547643 -0.02794652
0.18356797 -0.02820739
0.19180018 -0.02844189
0.20016939 -0.02868367
0.20867190 -0.02891675
0.21730390 -0.02913719
0.22606158 -0.02936013
0.23494104 -0.02957700
0.24393832 -0.02977543
0.25304944 -0.02997924
0.26227033 -0.03017648
0.27159690 -0.03035981
0.28102501 -0.03054527
0.29055047 -0.03072156
0.30016903 -0.03088634
0.30987642 -0.03105325
0.31966833 -0.03120662
0.32954041 -0.03134559
0.33948826 -0.03148777
0.34950746 -0.03161257
0.35959357 -0.03171936
0.36974209 -0.03183065
0.37994852 -0.03191946
0.39020831 -0.03198658
0.40051691 -0.03205840
0.41086974 -0.03210310
0.42126219 -0.03212417
0.43168964 -0.03214893
0.44214745 -0.03214145
0.45263099 -0.03210775
0.46313558 -0.03207551
0.47365656 -0.03200836
0.48418925 -0.03191150
0.49472897 -0.03181410
0.50527103 -0.03168196
0.51581075 -0.03151518
0.52634344 -0.03134786
0.53686442 -0.03114657
0.54736901 -0.03090544
0.55785255 -0.03066627
0.56831036 -0.03039217
0.57873781 -0.03007481
0.58913026 -0.02976328
0.59948309 -0.02941408
0.60979169 -0.02902110
0.62005148 -0.02863722
0.63025791 -0.02821441
0.64040643 -0.02775101
0.65049254 -0.02729749
0.66051174 -0.02680591
0.67045959 -0.02627734
0.68033167 -0.02575731
0.69012358 -0.02520447
0.69983097 -0.02462093
0.70944953 -0.02404377
0.71897499 -0.02343828
0.72840310 -0.02281022
0.73772967 -0.02218958
0.74695056 -0.02153983
0.75606168 -0.02087788
0.76505896 -0.02022947
0.77393842 -0.01954949
0.78269610 -0.01886091
0.79132810 -0.01818295
0.79983061 -0.01749424
0.80819982 -0.01679985
0.81643203 -0.01611991
0.82452357 -0.01542794
0.83247085 -0.01473998
0.84027033 -0.01406338
0.84791854 -0.01338653
0.85541210 -0.01271682
0.86274765 -0.01205722
0.86992196 -0.01140636
0.87693181 -0.01076404
0.88377411 -0.01013611
0.89044580 -0.00952304
0.89694392 -0.00892409
0.90326559 -0.00834178
0.90940799 -0.00777683
0.91536839 -0.00722903
0.92114414 -0.00669901
0.92673267 -0.00618708
0.93213151 -0.00569289
0.93733824 -0.00521675
0.94235057 -0.00475947
0.94716625 -0.00432125
0.95178314 -0.00390198
0.95619920 -0.00350175
0.96041246 -0.00312080
0.96442105 -0.00275968
0.96822319 -0.00241946
0.97181718 -0.00210097
0.97520143 -0.00180484
0.97837443 -0.00153149
0.98133478 -0.00128104
0.98408115 -0.00105456
0.98661233 -0.00085331
0.98892719 -0.00067751
0.99102471 -0.00052650
0.99290394 -0.00039899
0.99456406 -0.00029322
0.99600432 -0.00020719
0.99722409 -0.00013883
0.99822283 -0.00008611
0.99900008 -0.00004720
0.99955551 -0.00002058
0.99988886 -0.00000508
1.00000000 0.00000000
